Institution,City,State,Undergraduates,Median Earnings
University of Colorado Colorado Springs,Colorado Springs,CO,9634.0,51355.0
Spartan College of Aeronautics and Technology,Broomfield,CO,316.0,55094.0
University of Colorado Boulder,Boulder,CO,30414.0,65273.0
Colorado Christian University,Lakewood,CO,4995.0,48890.0
Colorado College,Colorado Springs,CO,2235.0,61590.0
Concorde Career College-Aurora,Aurora,CO,781.0,36275.0
Colorado Mountain College,Glenwood Springs,CO,2740.0,40761.0
Colorado Northwestern Community College,Rangely,CO,562.0,44181.0
Colorado School of Mines,Golden,CO,5440.0,95887.0
Colorado School of Trades,Lakewood,CO,149.0,49233.0
Colorado State University-Fort Collins,Fort Collins,CO,24344.0,58388.0
Colorado Technical University-Colorado Springs,Colorado Springs,CO,21009.0,36791.0
Community College of Aurora,Aurora,CO,3613.0,42698.0
Technical College of the Rockies,Delta,CO,120.0,35298.0
Community College of Denver,Denver,CO,5050.0,38578.0
Lincoln College of Technology-Denver,Denver,CO,1551.0,43300.0
Denver Seminary,Littleton,CO,,
University of Denver,Denver,CO,5771.0,68764.0
Emily Griffith Technical College,Denver,CO,5086.0,32756.0
Fort Lewis College,Durango,CO,3260.0,41422.0
Front Range Community College,Westminster,CO,11436.0,44499.0
Iliff School of Theology,Denver,CO,,
International Salon and Spa Academy,Colorado Springs,CO,228.0,27333.0
Lamar Community College,Lamar,CO,408.0,36219.0
Colorado Mesa University,Grand Junction,CO,7904.0,43389.0
Metropolitan State University of Denver,Denver,CO,15625.0,49932.0
Morgan Community College,Fort  Morgan,CO,614.0,37779.0
Naropa University,Boulder,CO,317.0,24187.0
Nazarene Bible College,Colorado Springs,CO,347.0,41509.0
Northeastern Junior College,Sterling,CO,918.0,36884.0
University of Northern Colorado,Greeley,CO,6683.0,48942.0
Otero College,La Junta,CO,754.0,36661.0
Pikes Peak State College,Colorado Springs,CO,9213.0,38217.0
Pueblo Community College,Pueblo,CO,3291.0,33981.0
Red Rocks Community College,Lakewood,CO,4249.0,44411.0
Regis University,Denver,CO,2616.0,67164.0
Rocky Mountain College of Art and Design,Lakewood,CO,1832.0,40504.0
Montessori Education Center of the Rockies,Denver,CO,5.0,
Colorado State University Pueblo,Pueblo,CO,3092.0,48674.0
Pickens Technical College,Aurora,CO,609.0,32081.0
Intellitec College-Colorado Springs,Colorado Springs,CO,672.0,38256.0
Intellitec College-Grand Junction,Grand Junction,CO,787.0,26952.0
Trinidad State College,Trinidad,CO,1014.0,33577.0
United States Air Force Academy,USAF Academy,CO,4181.0,
Empire Beauty School-Thornton,Thornton,CO,84.0,23239.0
Western Colorado University,Gunnison,CO,1722.0,46955.0
Albertus Magnus College,New Haven,CT,1023.0,52250.0
Asnuntuck Community College,Enfield,CT,953.0,40973.0
Bais Binyomin Academy,Monsey,NY,40.0,
University of Bridgeport,Bridgeport,CT,1733.0,51396.0
Central Connecticut State University,New Britain,CT,7616.0,56799.0
Charter Oak State College,New Britain,CT,1472.0,57234.0
Cortiva Institute,Cromwell,CT,158.0,31510.0
Connecticut College,New London,CT,1811.0,70044.0
Porter & Chester Institute of Hamden,Hamden,CT,318.0,41057.0
University of Connecticut,Storrs,CT,18362.0,76076.0
Goodwin University,East Hartford,CT,2901.0,36227.0
Lincoln Technical Institute-East Windsor,East Windsor,CT,1170.0,36416.0
Eastern Connecticut State University,Willimantic,CT,3767.0,52411.0
Fairfield University,Fairfield,CT,4548.0,95393.0
Paul Mitchell the School-North Haven,North Haven,CT,180.0,14772.0
Capital Community College,Hartford,CT,2199.0,38697.0
Rensselaer at Hartford,Hartford,CT,,100141.0
American Institute-West Hartford,West Hartford,CT,406.0,29474.0
Hartford International University for Religion and Peace,Hartford,CT,,
University of Hartford,West Hartford,CT,3915.0,63870.0
Holy Apostles College and Seminary,Cromwell,CT,216.0,
Housatonic Community College,Bridgeport,CT,3167.0,35340.0
Manchester Community College,Manchester,CT,3985.0,41721.0
Naugatuck Valley Community College,Waterbury,CT,4297.0,44125.0
Middlesex Community College,Middletown,CT,1748.0,36949.0
Mitchell College,New London,CT,508.0,36205.0
Three Rivers Community College,Norwich,CT,2809.0,36751.0
Lincoln Technical Institute-New Britain,New Britain,CT,568.0,36416.0
New England Tractor Trailer Training School of Connecticut,Somers,CT,323.0,50317.0
University of New Haven,West Haven,CT,4970.0,58152.0
Norwalk Community College,Norwalk,CT,3557.0,37554.0
Northwestern Connecticut Community College,Winsted,CT,976.0,42915.0
Paier College,Bridgeport,CT,171.0,
Porter & Chester Institute,Bridgeport,CT,1633.0,42787.0
Post University,Waterbury,CT,12798.0,40615.0
Quinebaug Valley Community College,Danielson,CT,975.0,38877.0
Quinnipiac University,Hamden,CT,6243.0,81553.0
Sacred Heart University,Fairfield,CT,6699.0,74642.0
University of Saint Joseph,West Hartford,CT,895.0,54455.0
Gateway Community College,New Haven,CT,5194.0,37888.0
Southern Connecticut State University,New Haven,CT,6584.0,55682.0
Stone Academy-West Haven,West Haven,CT,566.0,29448.0
Trinity College,Hartford,CT,2143.0,76456.0
Tunxis Community College,Farmington,CT,3019.0,35693.0
United States Coast Guard Academy,New London,CT,1049.0,
Wesleyan University,Middletown,CT,3250.0,72547.0
Western Connecticut State University,Danbury,CT,4028.0,57005.0
Yale University,New Haven,CT,6535.0,95961.0
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,67.0,
Dawn Career Institute LLC,Newark,DE,251.0,26472.0
Delaware Technical Community College-Terry,Dover,DE,10837.0,39097.0
Delaware State University,Dover,DE,4179.0,44793.0
University of Delaware,Newark,DE,18707.0,71861.0
Goldey-Beacom College,Wilmington,DE,667.0,48508.0
Schilling-Douglas School of Hair Design LLC,Newark,DE,144.0,25051.0
Wilmington University,New Castle,DE,7626.0,51570.0
American University,Washington,DC,8158.0,75354.0
The Catholic University of America,Washington,DC,2891.0,76452.0
University of the District of Columbia,Washington,DC,2810.0,43310.0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,,
Gallaudet University,Washington,DC,998.0,37101.0
George Washington University,Washington,DC,10929.0,87548.0
Georgetown University,Washington,DC,7395.0,101797.0
Howard University,Washington,DC,8902.0,59441.0
Strayer University-District of Columbia,Washington,DC,368.0,42990.0
National Conservatory of Dramatic Arts,Washington,DC,27.0,
Trinity Washington University,Washington,DC,1383.0,46296.0
Wesley Theological Seminary,Washington,DC,,
Atlantic Technical College,Coconut Creek,FL,2543.0,39996.0
The Baptist College of Florida,Graceville,FL,252.0,38772.0
Barry University,Miami,FL,2932.0,54203.0
Bethune-Cookman University,Daytona Beach,FL,2513.0,38237.0
Lynn University,Boca Raton,FL,2632.0,45722.0
North Florida Technical College,Starke,FL,51.0,24807.0
Eastern Florida State College,Melbourne,FL,9855.0,36306.0
Broward College,Fort Lauderdale,FL,25570.0,39780.0
Albizu University-Miami,Miami,FL,178.0,41451.0
College of Central Florida,Ocala,FL,4334.0,35808.0
Johnson University Florida,Kissimmee,FL,148.0,38008.0
University of Central Florida,Orlando,FL,59710.0,54850.0
Charlotte Technical College,Port Charlotte,FL,244.0,38658.0
Chipola College,Marianna,FL,1248.0,37102.0
Lorenzo Walker Technical College,Naples,FL,740.0,38821.0
Daytona State College,Daytona Beach,FL,9190.0,35443.0
South University-West Palm Beach,Royal Palm Beach,FL,359.0,35237.0
Eckerd College,Saint Petersburg,FL,2026.0,47708.0
Florida SouthWestern State College,Fort Myers,FL,11309.0,40800.0
Edward Waters University,Jacksonville,FL,1079.0,31453.0
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,6899.0,82012.0
Florida Agricultural and Mechanical University,Tallahassee,FL,7005.0,43616.0
Florida Atlantic University,Boca Raton,FL,23695.0,53644.0
Florida State College at Jacksonville,Jacksonville,FL,17329.0,39024.0
Flagler College,Saint Augustine,FL,2631.0,46810.0
Florida College,Temple Terrace,FL,528.0,44859.0
Concorde Career Institute-Jacksonville,Jacksonville,FL,678.0,26128.0
Concorde Career Institute-Miramar,Miramar,FL,349.0,30394.0
Concorde Career Institute-Tampa,Tampa,FL,438.0,28657.0
AdventHealth University,Orlando,FL,1058.0,63854.0
Florida Institute of Technology,Melbourne,FL,3219.0,53864.0
Florida Institute of Ultrasound Inc,Pensacola,FL,53.0,56885.0
Florida International University,Miami,FL,39936.0,57946.0
The College of the Florida Keys,Key West,FL,832.0,36538.0
Florida Memorial University,Miami Gardens,FL,945.0,36297.0
Florida Career College-Miami,Miami,FL,353.0,27921.0
Florida School of Massage,Gainesville,FL,26.0,18057.0
Florida Southern College,Lakeland,FL,2741.0,49449.0
Florida State University,Tallahassee,FL,33368.0,57007.0
University of Florida,Gainesville,FL,34044.0,69468.0
Fort Pierce Beauty Academy,Fort Pierce,FL,29.0,19733.0
Full Sail University,Winter Park,FL,24172.0,43332.0
George Stone Technical College,Pensacola,FL,603.0,28358.0
George T Baker Aviation Technical College,Miami,FL,890.0,59667.0
Gulf Coast State College,Panama City,FL,3422.0,35318.0
Key College,Fort Lauderdale,FL,23.0,
Hillsborough Community College,Tampa,FL,19166.0,38771.0
Hobe Sound Bible College,Hobe Sound,FL,157.0,35106.0
Hollywood Institute of Beauty Careers,Hollywood,FL,324.0,
Cortiva Institute,St. Petersburg,FL,115.0,30363.0
Indian River State College,Fort Pierce,FL,10886.0,35482.0
International Academy,South Daytona,FL,186.0,21441.0
AI Miami International University of Art and Design,Miami,FL,857.0,34363.0
Jacksonville University,Jacksonville,FL,2627.0,57255.0
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,17516.0,37335.0
La Belle Beauty School,Hialeah,FL,223.0,16225.0
Florida Gateway College,Lake City,FL,2065.0,34395.0
Lake Technical College,Eustis,FL,660.0,33961.0
Lake-Sumter State College,Leesburg,FL,3080.0,34784.0
Fort Myers Technical College,Fort Myers,FL,704.0,35871.0
Lively Technical College,Tallahassee,FL,881.0,28887.0
Lindsey Hopkins Technical College,Miami,FL,619.0,29529.0
Loraines Academy & Spa,Saint Petersburg,FL,85.0,19937.0
Luther Rice College & Seminary,Lithonia,GA,201.0,49700.0
State College of Florida-Manatee-Sarasota,Bradenton,FL,7200.0,36583.0
Manatee Technical College,Bradenton,FL,1044.0,32496.0
Traviss Technical College,Lakeland,FL,253.0,31252.0
Merryfield School of Pet Grooming,Oakland Park,FL,83.0,
Trinity International University-Florida,Miami,FL,80.0,44008.0
Miami Lakes Educational Center and Technical College,Miami Lakes,FL,896.0,36252.0
Miami Dade College,Miami,FL,39727.0,39169.0
University of Miami,Coral Gables,FL,11928.0,71739.0
Orange Technical College-Mid Florida Campus,Orlando,FL,944.0,32694.0
Paul Mitchell the School-Jacksonville,Jacksonville,FL,134.0,23759.0
North Florida College,Madison,FL,807.0,36323.0
University of North Florida,Jacksonville,FL,13862.0,52114.0
Nova Southeastern University,Fort Lauderdale,FL,6578.0,56055.0
Northwest Florida State College,Niceville,FL,3154.0,36862.0
Orange Technical College,Orlando,FL,139.0,33462.0
Palm Beach Atlantic University,West Palm Beach,FL,2274.0,49234.0
Palm Beach State College,Lake Worth,FL,20631.0,40313.0
Pasco-Hernando State College,New Port Richey,FL,7018.0,36985.0
Pensacola State College,Pensacola,FL,6792.0,35945.0
Pinellas Technical College-Clearwater,Clearwater,FL,644.0,31796.0
Polk State College,Winter Haven,FL,6946.0,38897.0
Radford M Locklin Technical College,Milton,FL,177.0,24960.0
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,,
Ridge Technical College,Winter Haven,FL,335.0,31059.0
Ringling College of Art and Design,Sarasota,FL,1661.0,47921.0
Robert Morgan Educational Center and Technical College,Miami,FL,435.0,31428.0
Rollins College,Winter Park,FL,2501.0,56485.0
First Coast Technical College,Saint Augustine,FL,379.0,27598.0
Saint Leo University,Saint Leo,FL,6456.0,47428.0
St Petersburg College,St. Petersburg,FL,20107.0,41583.0
Pinellas Technical College-St. Petersburg,Saint Petersburg,FL,655.0,36482.0
Santa Fe College,Gainesville,FL,11219.0,41929.0
Suncoast Technical College,Sarasota,FL,1489.0,34916.0
Seminole State College of Florida,Sanford,FL,12983.0,40799.0
Sheridan Technical College,Hollywood,FL,1296.0,33694.0
St. John Vianney College Seminary,Miami,FL,37.0,
Saint Johns River State College,Palatka,FL,3818.0,38131.0
South Florida State College,Avon Park,FL,2035.0,35828.0
University of South Florida,Tampa,FL,36681.0,54364.0
St. Thomas University,Miami Gardens,FL,1797.0,55391.0
Stetson University,DeLand,FL,2826.0,50835.0
Southeastern University,Lakeland,FL,5296.0,42006.0
Bene's Career Academy,New Port Richey,FL,278.0,19884.0
Riveroak Technical College,Live Oak,FL,199.0,25304.0
Tallahassee Community College,Tallahassee,FL,10653.0,36610.0
Talmudic College of Florida,Miami Beach,FL,30.0,
Altierus Career College-Tampa,Tampa,FL,511.0,24766.0
The University of Tampa,Tampa,FL,9838.0,57297.0
Big Bend Technical College,Perry,FL,107.0,22329.0
Tom P. Haney Technical College,Panama City,FL,329.0,28562.0
Trinity Baptist College,Jacksonville,FL,341.0,30455.0
Trinity College of Florida,Trinity,FL,199.0,37862.0
Valencia College,Orlando,FL,36131.0,39326.0
Warner University,Lake Wales,FL,762.0,44658.0
Florida Panhandle Technical College,Chipley,FL,347.0,28352.0
Webber International University,Babson Park,FL,775.0,45652.0
Rasmussen University-Florida,Ocala,FL,8333.0,37168.0
The University of West Florida,Pensacola,FL,8881.0,45884.0
Orange Technical College-Westside Campus,Winter Garden,FL,515.0,23530.0
William T McFatter Technical College,Davie,FL,624.0,36889.0
Orange Technical College-East Campus,Winter Park,FL,358.0,28260.0
Withlacoochee Technical College,Inverness,FL,384.0,29788.0
Abraham Baldwin Agricultural College,Tifton,GA,3323.0,34083.0
Agnes Scott College,Decatur,GA,1013.0,49314.0
Interactive College of Technology-Chamblee,Chamblee,GA,702.0,26448.0
Interactive College of Technology-Morrow,Morrow,GA,65.0,26448.0
Albany Technical College,Albany,GA,2063.0,28389.0
Albany State University,Albany,GA,5576.0,37063.0
Andrew College,Cuthbert,GA,266.0,35432.0
The Art Institute of Atlanta,Atlanta,GA,580.0,33980.0
Georgia Career Institute,Conyers,GA,577.0,23866.0
Atlanta Technical College,Atlanta,GA,3188.0,27435.0
Point University,West Point,GA,794.0,39459.0
Atlanta Metropolitan State College,Atlanta,GA,1467.0,33501.0
Atlanta's John Marshall Law School,Atlanta,GA,,
Atlanta School of Massage,Atlanta,GA,396.0,27938.0
Clark Atlanta University,Atlanta,GA,3376.0,41968.0
Augusta Technical College,Augusta,GA,3316.0,30458.0
Berry College,Mount Berry,GA,2170.0,47499.0
Beulah Heights University,Atlanta,GA,181.0,30265.0
Brenau University,Gainesville,GA,1310.0,49629.0
Brewton-Parker College,Mount Vernon,GA,597.0,41541.0
College of Coastal Georgia,Brunswick,GA,2750.0,35266.0
West Georgia Technical College,Waco,GA,4889.0,32694.0
Clayton  State University,Morrow,GA,5170.0,45569.0
Columbia Theological Seminary,Decatur,GA,,
Columbus Technical College,Columbus,GA,2563.0,31952.0
Columbus State University,Columbus,GA,5986.0,43204.0
Georgia Northwestern Technical College,Rome,GA,4229.0,32012.0
Covenant College,Lookout Mountain,GA,840.0,49143.0
Dalton State College,Dalton,GA,4169.0,39230.0
Pro Way Hair School,Stone Mountain,GA,113.0,19325.0
South University-Savannah,Savannah,GA,239.0,35237.0
East Georgia State College,Swainsboro,GA,1682.0,35773.0
Emmanuel College,Franklin Springs,GA,786.0,39143.0
Emory University,Atlanta,GA,7050.0,81802.0
Georgia Highlands College,Rome,GA,4691.0,40769.0
Fort Valley State University,Fort Valley,GA,2635.0,36389.0
Grady Health System Professional Schools,Atlanta,GA,67.0,69445.0
Georgia Institute of Technology-Main Campus,Atlanta,GA,16566.0,96375.0
Georgia Southwestern State University,Americus,GA,2018.0,44541.0
Georgia College & State University,Milledgeville,GA,5489.0,54288.0
Georgia Southern University,Statesboro,GA,22404.0,50829.0
Georgia State University,Atlanta,GA,28415.0,44812.0
University of Georgia,Athens,GA,30032.0,63405.0
Gordon State College,Barnesville,GA,2546.0,36490.0
Southern Crescent Technical College,Griffin,GA,4124.0,31867.0
Gupton Jones College of Funeral Service,Decatur,GA,297.0,37289.0
Gwinnett College-Lilburn,Lilburn,GA,172.0,29124.0
Gwinnett Technical College,Lawrenceville,GA,6683.0,39308.0
Interdenominational Theological Center,Atlanta,GA,,
LaGrange College,Lagrange,GA,580.0,49042.0
Lanier Technical College,Gainesville,GA,3792.0,34229.0
Life University,Marietta,GA,908.0,45512.0
Chattahoochee Technical College,Marietta,GA,7592.0,33506.0
Herzing University-Atlanta,Atlanta,GA,571.0,34238.0
Mercer University,Macon,GA,4699.0,52487.0
Morehouse College,Atlanta,GA,2554.0,51947.0
Morehouse School of Medicine,Atlanta,GA,,
North Georgia Technical College,Clarkesville,GA,1970.0,28604.0
Oglethorpe University,Atlanta,GA,1408.0,49918.0
Paine College,Augusta,GA,241.0,32374.0
Piedmont University,Demorest,GA,1213.0,48097.0
Miami Ad School-Atlanta,Atlanta,GA,66.0,90886.0
Reinhardt University,Waleska,GA,1051.0,44242.0
Savannah Technical College,Savannah,GA,3193.0,29513.0
Savannah College of Art and Design,Savannah,GA,12542.0,45661.0
Savannah State University,Savannah,GA,3021.0,39332.0
Shorter University,Rome,GA,1183.0,44832.0
South Georgia Technical College,Americus,GA,1298.0,27077.0
The Creative Circus,Atlanta,GA,144.0,89010.0
Spelman College,Atlanta,GA,2417.0,57578.0
Thomas University,Thomasville,GA,688.0,44231.0
Toccoa Falls College,Toccoa Falls,GA,784.0,37975.0
Truett McConnell University,Cleveland,GA,838.0,38798.0
Wiregrass Georgia Technical College,Valdosta,GA,2350.0,28199.0
Valdosta State University,Valdosta,GA,8421.0,46357.0
Wesleyan College,Macon,GA,574.0,37674.0
University of West Georgia,Carrollton,GA,8572.0,47080.0
Young Harris College,Young Harris,GA,892.0,43368.0
Chaminade University of Honolulu,Honolulu,HI,1536.0,44509.0
University of Hawaii at Hilo,Hilo,HI,2630.0,45518.0
University of Hawaii at Manoa,Honolulu,HI,13839.0,56055.0
Hawaii Institute of Hair Design,Honolulu,HI,72.0,16013.0
